word	hanja	syn	def	pos	level 	
아나운서		announcer	Announcer	1	B	
섬			An island	1	B	
아래쪽			The lower part, the bottom	1	B	
아무것			Anything	1	B	
아버님			Father (respectful word)	1	B	
심부름			Errand	1	B	
쌀			Uncooked rice	1	B	
신		~이 나다	joy,delight	1	B	
스케이트		skate	Skate	1	B	
스케줄		schedule	Schedule	1	B	
스키장	~場	ski場	Place to ski	1	B	
스타		star	Star	1	B	
스타일		style	Style	1	B	
오징어			Cuttlefish, squid	1	B	
오피스텔		office hotel	Office hotel (studio apt)	1	B	
옥수수			Corn	1	B	
온몸			The whole body	1	B	
노랫소리			A singing voice	1	B	
옆집			The house next door	1	B	
예	例		Example	1	B	
옛날이야기			An old story	1	B	
오늘날			These days, nowadays	1	B	
오랫동안			For a long time	1	B	
오븐		oven	Oven	1	B	
열	熱		Heat	1	B	
열흘			Ten days	1	B	
에너지		energy	Energy	1	B	
엘리베이터		elevator	Elevator	1	B	
여	女		A woman, a girl	1	B	
여기저기			Here and there	1	B	
여름철			Summertime	1	B	
어둠			Darkness	1	B	
어려움			difficulty,hardship	1	B	
어머님			Mother (respectful word)	1	B	
어젯밤			Last night	1	B	
얼음			Ice	1	B	
앞쪽			The front, the fore part	1	B	
줄무늬			A stripe	1	B	
조카			Nephew	1	B	
종이컵		-cup	A paper cup	1	B	
어머			Oh my god!	10	B	
접시			A plate,platter	1	B	
정	情		Feeling of attachment	1	B	
저녁때			Evening time	1	B	
적	敵		The enemy	1	B	
전기밥솥			Electric rice cooker	1	B	
잠옷			Pajamas	1	B	
장	章		A chapter in a book	1	B	
장난감			A toy	1	B	
장마			The rainy spell in the summer	1	B	
장사			trade,business	1	B	
발등			The instep of the foot	1	B	
잔치			banquet,feast	1	B	
밥솥			Pressure cooker for rice	1	B	
불빛			Fire light	1	B	
상추			Lettuce	1	B	
오이			Cucumber	1	B	
탑	塔		A tower	1	B	
치즈		cheese	Cheese	1	B	
카레		curry	Curry	1	B	
카페		&프cafe	Cafe (place to drink coffee)	1	B	
캠퍼스		campus	Campus	1	B	
커튼		curtain	Curtain	1	B	
추위			Cold	1	B	
참기름			Sesame oil	1	B	
채널		channel	Channel	1	B	
챔피언		champion	Champion	1	B	
질	質		Quality, character	1	B	
집안			Inside the house	1	B	
짓			Something you do	1	B	
짜증			Annoyance	1	B	
쪽		면	A side, direction	1	B	
지붕			A roof	1	B	
진달래			Azalea	1	B	
즐거움			pleasure,merriment	1	B	
지난해			Last year	1	B	
주머니			Pocket	1	B	
주먹			Fist	1	B	
죽	粥		Rice porridge	1	B	
해외여행	海外旅行		Foreign travel	1	B	
햇빛			Sunshine, sunlight	1	B	
햇살			The rays of the sun	1	B	
파리			A fly	1	B	
파일		file	File	1	B	
일상생활	日常生活		Everyday (daily) life	1	B	
길거리			A street	1	B	
일회용품	一回用品		A product to be used only once	1	B	
탤런트		talent	Talent	1	B	
터널		tunnel	Tunnel	1	B	
터미널		terminal	Terminal	1	B	
턱		신체의 일부	The chin	1	B	
털			Hair; fur, feathers	1	B	
테스트		test	Test	1	B	
테이프		tape	Tape	1	B	
토마토		tomato	Tomato	1	B	
통	桶		A tub, a cask	1	B	
코끼리			An elephant	1	B	
코너		corner	Corner	1	B	
코피			A nose bleed	1	B	
콘서트		concert	Concert	1	B	
콤플렉스		complex	Complex	1	B	
콩			A bean	1	B	
콩나물			Bean soup	1	B	
크기			Size, dimensions	1	B	
큰소리			A loud voice, loudly	1	B	
이곳저곳			Everywhere	1	B	
이날			Today, this day	1	B	
월드컵		World Cup	World cup	1	B	
웨이터		waiter	Waiter	1	B	
웬일			What cause, what reason	1	B	
위아래			Up and down	1	B	
위쪽			The upper direction	1	B	
우리말			Korean (language)	1	B	
운	運		Fortune, luck, fate	1	B	
운전기사	運轉技士		The driver	1	B	
울음			crying,weeping	1	B	
웃어른			one’s elders	1	B	
웃음			Laughter, a smile	1	B	
원숭이			A monkey	1	B	
원피스		one-piece	(one-piece) a dress	1	B	
와인		wine	Wine	1	B	
왕	王		King	1	B	
왼발			The right foot	1	B	
왼손			The right hand	1	B	
요새			recently,lately	1	B	
인터넷		internet	Internet	1	B	
인터뷰		interview	Interview	1	B	
올림픽		Olympic	Olympic	1	B	
이미지		image	Image	1	B	
이불			Bedding, bed clothes	1	B	
이웃			The neighborhood	1	B	
이웃집			The neighbor’s house	1	B	
이튿날			The second day after	1	B	
혀			The tongue	1	B	
입술			The lips	1	B	
걸리다		걸다'의 피동사	To be hung up or  suspended	2	B	
갈아입다			Change one’s clothes	2	B	
갈아타다			Transfer (bus or subway)	2	B	
가까워지다			Get closer	2	B	
가꾸다			1) grow or cultivatea 2) dress oneself up	2	B	
가리키다			Point to or  indicate	2	B	
가져가다			To take or  carry	2	B	
피다		꽃이 ~	To bloom ( a flower ~)	2	B	
펼쳐지다			Stretch, extend away	2	B	
팔리다			To be in demand, to be sold	2	B	
펴다			Spread out, unfold	2	B	
오			Oh, ah!	10	B	
흙			earth,the soil	1	B	
횡단보도	橫斷步道		Crossing	1	B	
겉			The outer surface	1	B	
후춧가루			Ground pepper	1	B	
이것저것			This and that, one thing and another	1	B	
꿈꾸다			To dream	2	B	
끊다			Cut off or  sever	2	B	
끊어지다			To break off or  expire or  be done with	2	B	
끓다			Boil or  simmer	2	B	
끓이다			Boil or  heat or  make hot	2	B	
나누다			To divide	2	B	
나빠지다			To become worse	2	B	
깨지다		깨어지다	To break	2	B	
기르다			Educate or  train or  cultivate	2	B	
기뻐하다			Be pleased or  delighted with	2	B	
그만두다			Stop or  discontinue	2	B	
그치다			Stop or  cease or  halt	2	B	
구경하다			To watch or  enjoy watching	2	B	
견디다			Endure or  bear	2	B	
걱정되다			To become worried	2	B	
건너가다			To cross or  go over (river or  street)	2	B	
건너다			Go over or  go across	2	B	
건너오다			To come across to this side of something	2	B	
눕다			Lie down	2	B	
느끼다		추위를 ~	To feel	2	B	
늘다			Increase, gain	2	B	
늘리다			Increase, multiply	2	B	
늘어나다			Grow longer	2	B	
늙다			Grow old	2	B	
다녀가다			Drop in for a short visit	2	B	
넓어지다			Get wider	2	B	
넓히다			Widen	2	B	
넘다			Cross or go across	2	B	
넘어가다			Cross or go over	2	B	
넘어서다			Pass over	2	B	
넘어지다			Fall down, collapse	2	B	
넘치다			Overflow	2	B	
나서다			Come out, come forth	2	B	
나타나다			Come out, appear	2	B	
나타내다			Show, display	2	B	
날아가다			To fly away	2	B	
날아오다			Come flying	2	B	
남기다			To leave behind	2	B	
남다			Remain, be left over	2	B	
낳다			To give birth	2	B	
내놓다			Put out, take out	2	B	
내려놓다			Set or put down	2	B	
내려다보다			Overlook	2	B	
꺼내다			To get out or  draw out	2	B	
꺼지다		불이 ~	To go or die out	2	B	
꾸다		꿈을 ~	Borrow or  loan	2	B	
꾸미다			Decorate	2	B	
맡다		담임을 ~	Take charge of	2	B	
슬픔			Sorrow	1	B	
이마			Forehead	1	B	
머무르다			Stay overnight	2	B	
죽다		심심해 ~	Lose your spirit	보	B	
쟤		저 아이	That kid	불	B	
마르다			Become dry	2	B	
어떡하다		어떠하게 하다	To take some measures, to manage somehow	불	B	
얘		이 아이	Sonny, you there	불	B	
싸움			A fight	1	B	
마치다			Finish, complete	2	B	
막다			Stop, obstruct	2	B	
그래도		그리하여도	All the same	불	B	
걔		그 아이	Child	불	B	
저렇게		저러하게	Like that	불	B	
이렇게		이러하게	In this way	불	B	
지나가다			To pass, elapse	2	B	
흘리다			spill,shed (tears,blood)	2	B	
흐르다			Flow, stream	2	B	
흔들다			Shake, sway	2	B	
흘러가다			flow,run,drift along	2	B	
흘러나오다			Flow out, run, effuse	2	B	
이기다		적에게 ~	To win	2	B	
작아지다			Become smaller	2	B	
울리다		종이 ~	To ring (a bell)	2	B	
웃기다			To be funny	2	B	
옮기다			Move, transfer (2)(sickness) communicate, transfer to	2	B	
외우다			Recite from memory	2	B	
익다		감이 ~	Ripe, be ripe	2	B	
이뤄지다			To make something for a specific purpose	2	B	
이르다		도착하다	To reach, arrive, get at	2	B	
헤어지다			Part from, part company with	2	B	
틀다			To twist, wind	2	B	
틀리다		답이 ~	To be turned, warped 2) go wrong, be mistaken	2	B	
읽히다		읽다'의 피동사	To get a person to read, to get a person to learn	2	B	
태우다		차에 ~	To take in a car, give a ride to	2	B	
터뜨리다			Break, burst,explode	2	B	
털다			To shake off, brush up	2	B	
참		이것 ~	In reality	10	B	
켜지다			To become turned on	2	B	
키우다			To raise, bring up, rear	2	B	
태우다		쓰레기를 ~	Burn, commit to flames	2	B	
치우다			Straighten up, tidy, remove	2	B	
커지다			To become bigger	2	B	
쳐다보다			To look up at	2	B	
차리다			Make ready,prepare	2	B	
참다			Bear, endure	2	B	
찾아가다			To go to a place to meet somebody	2	B	
찾아내다			To find out, discover	2	B	
찾아보다			To go meet somebody	2	B	
찾아오다			To go meet somebody, to go get sth	2	B	
채우다		자리를 ~	To fill up, complete, fulfill	2	B	
집다			Pick up	2	B	
짧아지다			To become short	2	B	
찌다		살이 ~	To put on weight	2	B	
찌르다			stab,thrust	2	B	
막히다			Be stopped up	2	B	
지다		등에 ~	Carry (on the back)	2	B	
지르다		소리를 ~	Holler, yell, scream	2	B	
지치다		일에 ~	Be exhausted, fatigued	2	B	
지키다			Protect, maintain	2	B	
쥐다		주먹을 ~	To hold,seize	2	B	
즐거워하다			To enjoy it	2	B	
즐기다			Enjoy oneself,take pleasure,delight	2	B	
지나다			pass,elapse,go on	2	B	
지다		해가 ~	Set (the sun)	2	B	
지다		전쟁에 ~	To lose (at war, a game)	2	B	
주무시다			To sleep (respectful word)	2	B	
죽이다		굶겨 ~	To kill	2	B	
줄다			Diminish	2	B	
졸다			doze,take a nap	2	B	
좋아지다			To become better	2	B	
젖다			To be wet, soaked	2	B	
젓다			To make a sign,gesticulate	2	B	
적어지다			To become smaller	2	B	
잠들다			Fall asleep	2	B	
자라나다			To grow up	2	B	
자랑하다			To be proud	2	B	
자르다			cut,chop	2	B	
잘되다			To turn out well	2	B	
잘살다			To be affluent, well-off	2	B	
들려오다			To echo (sound)	2	B	
뵈다		웃어른을 보다	See (polite)	2	B	
올라오다			Come up	2	B	
올려놓다			Put a thing on a place	2	B	
생겨나다			To begin, germinate	2	B	
가져다주다			Take something to someone	2	B	
그려지다			Draw	2	B	
끄덕이다			Nod	2	B	
느껴지다			Feel	2	B	
오가다			Come and go, keep going and coming	2	B	
오래되다			To last for a long time	2	B	
열리다		열매가 ~	To bear fruit	2	B	
열리다		문이 ~	Open, be opened, be unlocked	2	B	
없애다			Remove, get rid of, do away with	2	B	
없어지다			To lose, get lost	2	B	
여쭈다			Tell a superior, inform	2	B	
어두워지다			become/get dark	2	B	
어리다		눈물이 ~	one’s eyes dim with tears	2	B	
어울리다			To be becoming, suiting	2	B	
얹다			Put on, place, lay, set	2	B	
얼다			Freeze, be frozen	2	B	
앞서다			To go before, precede	2	B	
알려지다			To become known	2	B	
알리다			To inform, tell a person	2	B	
알아듣다			To listen and comprehend	2	B	
앓다			To be ill, sick with sth	2	B	
썩다			Go bad, rot	2	B	
썰다			Chip, mince,dice	2	B	
쏟아지다			To pour out	2	B	
쓰이다		글이 ~	Be writted	2	B	
만들어지다			Make, create	2	B	
씹다			To chew	2	B	
싣다			To load,take (passengers)	2	B	
싫어지다			To become distasteful	2	B	
심다			plant,sow (a tree)	2	B	
싸다		보자기에 ~	Wrap in, bundle	2	B	
쌓다			To pile up	2	B	
쌓이다			Be piled/heaped up	2	B	
시키다			To make	2	B	
식다			To get cold, cool off	2	B	
슬퍼하다			sorrow,feel sad	2	B	
숙이다			Lower one’s head	2	B	
숨다			To be in hiding, to hide oneself	2	B	
수고하다			To work hard	2	B	
세우다			Stand up, erect	2	B	
세워지다			To become erected	2	B	
소리치다			To shout, yell	2	B	
섞다			blend,mix	2	B	
섞이다			To be mixed,blended	2	B	
살펴보다			Watch closely	2	B	
빨다		옷을 ~	Wash the laundry	2	B	
빼다		가시를 ~	Pull out, extract	2	B	
뽑다			Pull out, draw	2	B	
뿌리다			sprinkle,scatter	2	B	
자			Well!!	10	B	
사라지다			To disappear	2	B	
붙다			Stick, adhere to	2	B	
붙이다			affix,put on	2	B	
비키다			Move aside	2	B	
빌다		소원을 ~	pray,wish,ask	2	B	
빌리다			To lend	2	B	
볶다			fry,roast	2	B	
뵙다			see,meet	2	B	
부딪치다			Collide with, bump against	2	B	
부러워하다			envy,be envious of	2	B	
보이다		보다'의 피동사	see,catch sight of	2	B	
보이다		보다'의 사동사	show,let see	2	B	
벌리다		입을 ~	Open, wide	2	B	
벌어지다		싸움이 ~	To get serious, enlarge	2	B	
밝다			To be bright	2	B	
밝히다			To light up	2	B	
밟다			Step on	2	B	
밤새다			To stay up all night	2	B	
바뀌다			Be changed	2	B	
바라다			Wish, hope	2	B	
바르다		벽지를 ~	Spread, apply	2	B	
받아들이다			Accept	2	B	
물다		담배를 ~	bite,put in the mouth	2	B	
미워하다			Dislike	2	B	
믿다			Believe	2	B	
밀다			push,shove	2	B	
몰다			Drive	2	B	
묶다			bind,tie	2	B	
멀어지다			Become distant to	2	B	
멈추다			Stop	2	B	
모시다			Attend on	2	B	
모으다			gather,get together	2	B	
모이다			Meet, assemble	2	B	
모자라다			To be insufficient	2	B	
만지다			To touch	2	B	
많아지다			Become a lot	2	B	
말씀드리다			Speak (honor.)	2	B	
맞서다			Stand opposite	2	B	
맞추다			Adjust, adapt	2	B	
맡기다			Entrust sb with sth	2	B	
더하다			Get worse	2	B	
던지다			To throw	2	B	
덮다			To cover, veil	2	B	
데려가다			Take with	2	B	
데려오다			Go with	2	B	
데리다			Be accompanied by	2	B	
닮다			Resemble	2	B	
담그다			Soak in water	2	B	
당기다			Pull	2	B	
닿다			To reach, get to	2	B	
다치다			To hurt	2	B	
닫히다			To shut, be closed	2	B	
달라지다			To change, vary	2	B	
달려가다			Run, rush, dash	2	B	
달려오다			Come running	2	B	
달리다		문에 종이 ~	Hang, be supsended	2	B	
달아나다			Escape, flee	2	B	
높아지다			Become high	2	B	
놓치다			Miss, let slip	2	B	
누르다		힘을 가하다	Press or push down	2	B	
이성	理性		Reason, reasoning	1	B	
첫			First	6	B	
첫날			The first day	1	B	
반대하다	反對-		Be opposed to	2	B	
뻗다			Stretch out, extend beyond	2	B	
취소	取消		Cancellation, anulment	1	B	
취소하다	取消-		To cancel, calloff	2	B	
전국	全國		The whole country	1	B	
수상	首相		The prime minister	1	B	
묻다		옷에 흙이 ~	to Stain	2	B	
움직이다			To move, stir	2	B	
즉시	卽時		At once,immediately	1	B	
머리카락			Headhair	1	B	
미래	未來		Future	1	B	
점	點		a spot, a blemish	5	B	
점	點		Store	1	B	
덜			Less, incompletely	3	B	
칭찬	稱讚		Praide, admiration	1	B	
벗기다			Unclothe, undress	2	B	
최근	最近		Recently	1	B	
찬물			Cold water	1	B	
기운			Strength or  might (the strength you feel you have on that particular day)	1	B	
오른발			The right foot	1	B	
오른손			The right hand	1	B	
높이			High, aloft (adverb)	3	B	
높이			Height (noun)	1	B	
높이다			Raise, elevate	2	B	
식물	植物		food,provisions	1	B	
자동	自動		self-acting, self-moving, automatic	1	B	
예약	豫約		Pre-engagement, reservation	1	B	
결정	決定		A decision or  determination	1	B	
결정하다	決定-		To decide	2	B	
논의하다	論議-		Discussion	2	B	
출장	出張		A business trip	1	B	
조사하다	調査-		To examine,investigate	2	B	
긴장	緊張		Tension	1	B	
이동	移動		movement,migration,drift	1	B	
빠지다		머리가 ~	To indulge in, be addicted to	2	B	
빠지다		물에 ~	To fall into	2	B	
큰길			main/principal road	1	B	
큰일		중대한 일	An important affair, a serious matter	1	B	
나뭇잎			Tree leaves	1	B	
나뭇가지			A tree branch	1	B	
젊은이			Young person	1	B	
먼지			Dust	1	B	
배경	背景		Background	1	B	
배구	排球		Volleyball	1	B	
배꼽			The navel	1	B	
하숙집	下宿-		Dormitory, boarding house	1	B	
수화기	受話器		Telephone receiver	1	B	
센터		center	Center	1	B	
글			words, a verse	1	B	
글쎄			Now or  well or  let me see	10	B	
글씨			1) Handwriting 2) a letter or  an ideograph or  a character	1	B	
글자	-字		A letter or  a character	1	B	
글쎄요			Now or  well or  let me see	10	B	
글쓰기			Writing	1	B	
여우		동물	Fox	1	B	
먹이다			support,feed	2	B	
먹히다			to be eaten,swallowed	2	B	
종	種		A sort,kind,species	1	B	
종교	宗敎		religion,a faith	1	B	
구체적	具體的		Concretely	1	B	
미소	微笑		Smile	1	B	
잘못			wrong,mistake	3	B	
잘못되다			To turn out wrong	2	B	
잘못하다			To make a mistake	2	B	
생각나다			To remember	2	B	
생각되다			To come to think sth	2	B	
틀림없다			No mistaking it	4	B	
가지		한 ~	One of the kind or  a sort	5	B	
가지		~를 치다	Eggplant	1	B	
발생	發生		1) Birth 2) development	1	B	
발생하다	發生-		Originate, come from	2	B	
인원	人員		The number of persons	1	B	
거리		반찬~	Materials	5	B	
비교	比較		A comparison	1	B	
비교적	比較的		Comparatively	3	B	
비교하다	比較-		To compare	2	B	
유치원	幼稚園		Kindergarten	1	B	
운동복	運動服		Exercise clothes	1	B	
신고	申告		A statement,declaration	1	B	
내밀다			To Push out	2	B	
맞다		손님을 ~	receive,welcome (note, usually this is 맞히다)	1	B	
맞다		답이 ~	Be right, correct; to match, be fitting for	2	B	
맞다		매를 ~	Be struck,beaten	2	B	
버리다			Throw away	2	B	
깜짝		놀라는 모양	With a surprise	3	B	
메다		총을 ~	Put on one’s shoulder	2	B	
