word	hanja	syn	def	pos	level 	
기억되다	記憶-		To be remembered	2	C	
난방	暖房		A heated room	1	C	
내용물	內容物		Contents	1	C	
녹화	錄畵		Tree-planting	1	C	
매번	每番		Every time	3	C	
번역하다	飜譯-		To translate	2	C	
소비하다	消費-		Consumption	2	C	
수리하다	修理-		repair,mending	2	C	
식료품	食料品		Articles for food	1	C	
주전자	酒煎子		A kettle, teakettle	1	C	
촌스럽다	村-		Unfashionable	4	C	
토론자	討論者		A debator, a disputant	1	C	
평상시	平常時		Normally	1	C	
해물	海物		Marine products	1	C	
감정적	感情的		Emotional	1	C	
강북	江北		North of the river	1	C	
관람	觀覽		Inspection or  viewing	1	C	
외제	外製		Of foreign manufacture	1	C	
욕하다	辱-		To insult, to say bad words	2	C	
음반	音盤		A phonograph record	1	C	
자살하다	自殺-		Commit suicide	2	C	
자연적	自然的		Natural	1	C	
장례식	葬禮式		A funeral	1	C	
재수	財數		luck,fortune	1	C	
전구	電球		An electric bulb	1	C	
전문점	專門店		Exclusive store	1	C	
만세	萬歲		10,000 years	1	C	
만화가	漫畵家		Cartoon artist	1	C	
면접	面接		Interview	1	C	
번지	番地		Area of land	1	C	
사립	私立		Private	1	C	
사생활	私生活		Private life	1	C	
석사	碩士		Master	1	C	
숙녀	淑女		A lady	1	C	
순하다	順-		Be gentle,docile	4	C	
여왕	女王		Queen	1	C	
시댁	媤宅		one’s husband’s family/house	1	C	
신체적	身體的		Physical	1	C	
주일	週日		A week	5	C	
집중하다	集中-		To concentrate	2	C	
천재	天才		genius,talent	1	C	
초여름	初-		Early summer	1	C	
초저녁	初-		Early in the evening	1	C	
충돌하다	衝突-		Collide, clash with	2	C	
피곤	疲困		fatigue,exhaustion	1	C	
학비	學費		Tuition	1	C	
효자	孝子		A dutiful son	1	C	
감소되다	減少-		To be reduced or  diminished	2	C	
공연되다	公演-		To give a public performance	2	C	
교시	校時		Teach or  instruct or  enlighten	5	C	
다양해지다	多樣-		To be various	2	C	
산길	山-		A mountain path,road	1	C	
수업	修業		Completing an education course	1	C	
심각해지다	深刻-		To become serious	2	C	
안심하다	安心-		security,assuredness,relief	2	C	
약품	藥品		Medicines, medical supplies	1	C	
양보	讓步		concession,compromise	1	C	
양옆	兩-		On both sides	1	C	
연기되다	延期-		To be put off, postponed	2	C	
표시하다	標示-		To make a sign, display	2	C	
효도하다	孝道-		To be a good son/daughter to one’s parents	2	C	
공기	空器		Public institution	1	C	
굉장하다	宏壯-		Be grand or  magnificent or  splendor	4	C	
기업인	企業人		Businessman	1	C	
긴장되다	緊張-		Be under tension	2	C	
대	줄기		A stem, stalk	1	C	
진실로	眞實-		Truly, honestly	3	C	
분명해지다	分明-		To become clear	2	C	
신사	紳士		A gentleman	1	C	
야하다	冶-		To be gaudy,garish	4	C	
왕비	王妃		Queen	1	C	
운반	運搬		conveyance,transport	1	C	
장모님	丈母-		A man’s mother in law	1	C	
지폐	紙幣		Paper money	1	C	
조개		동물	shellfish,clam	1	C	
출퇴근	出退勤		Go to and come from the office	1	C	
통역	通譯		Interpreting	1	C	
향상되다	向上-		To be impoved, advanced	2	C	
과거	科擧		The state examination	1	C	
국가적	國家的		National or  state	1	C	
근교	近郊		Suberbs	1	C	
기초적	基礎的		Fundamental or  basic	1	C	
다양성	多樣性		Variety	1	C	
비만	肥滿		Fatness, corpulence	1	C	
사회자	司會者		President	1	C	
입사	入社		enter/join a company	1	C	
재활용	再活用		Recycling	1	C	
제삿날	祭祀-		Day of the ceremony	1	C	
철학적	哲學的		Philosophical	1	C	
추천하다	推薦-		To recommend, say a good word for	2	C	
판매되다	販賣-		To be sold	2	C	
학력	學歷		Academic background, formal schooling	1	C	
한정하다	限定-		To limit, restrict	2	C	
상금	賞金		Prize money	1	C	
식욕	食慾		appetite,desire	1	C	
양상추	洋-		Lettuce	1	C	
연기하다	延期-		To be put off, postponed	2	C	
외갓집	外家-		one’s mother’s maiden home	1	C	
유능하다	有能-		To be competent,talented	4	C	
유적지	遺跡地		Place where remains/cultural-historical remnants are	1	C	
응답하다	應答-		An answer, a reply	2	C	
이롭다	利-		Be good for	4	C	
최고급	最高級		The highest grade/class	1	C	
최상	最上		The best, the finest	1	C	
최악	最惡		The worst	1	C	
친해지다	親-		To get close, to get friendly	2	C	
햄	ham		Ham	1	C	
고급스럽다	高級-		To be high-class	4	C	
공주	公主		A royal princess	1	C	
무용가	舞踊家		Dancer	1	C	
수만	數萬		Tens of thousands	6	C	
식기	食器		An eating vessel	1	C	
안부	安否		safety,welfare	1	C	
양주	洋酒		Foreign wine/liquors	1	C	
용서	容恕		pardon,forgiveness	1	C	
우편	郵便		post,mail	1	C	
정장	正裝		Full dress, uniform	1	C	
진통	陣痛		Labor pains, travail	1	C	
참석	參席		Attendance, participation	1	C	
지방	脂肪		Fat, grease, lard	1	C	
차차	次次		Gradually	3	C	
추측	推測		Guess, conjecture	1	C	
충고	忠告		Advice, counsel, suggestion	1	C	
간호	看護		Nursing or  care	1	C	
겁나다	怯-		Be frightened or  scared	2	C	
동화책	童話冊		A fairy tale	1	C	
모집하다	募集-		Call/appeal for	2	C	
절약	節約		thrift,savings,economy	1	C	
신청서	申請書		Application, application form	1	C	
여전하다	如前-		Be unchanged, the same as before	4	C	
영남	嶺南		The southeastern part of Korea	1	C	
옥상	屋上		On the roof	1	C	
자매	姉妹		Sisters	1	C	
전시장	展示場		An exhibition hall	1	C	
정오	正午		Noon	1	C	
제대하다	除隊-		Be discharged from the military	2	C	
즉석	卽席		instantly,impromptu	1	C	
학과	學科		A department in a college	1	C	
후회	後悔		repentance,regret	1	C	
강조	强調		Emphasis or  stress	1	C	
게시판	揭示板		A notice board or  a bulletin board	1	C	
과외	課外		Extracurricular work	1	C	
교내	校內		Inside the school	1	C	
내적	內的		Internal	1	C	
불법	佛法		Buddhism	1	C	
세상에	世上-		In the world	10	C	
용감하다	勇敢-		To be brave, courageous	4	C	
위험성	危險性		riskiness,jeapordy	1	C	
재학	在學		To be in school, be attending school	1	C	
전시하다	展示-		To display	2	C	
정기적	定期的		fixed,regular (time sth)	1	C	
종교적	宗敎的		Of religions	1	C	
직장인	職場人		A worker	1	C	
진심	眞心		The whole heart, sincerity	1	C	
천국	天國		Heaven	1	C	
타자기	打字機		A typewriter	1	C	
효도	孝道		Filial piety	1	C	
귀가	歸家		Returning home	1	C	
만족스럽다	滿足-		Satisfied	4	C	
병실	病室		An infirmary	1	C	
봉사하다	奉仕-		serve,render service	2	C	
늑대		동물	Wolf	1	C	
비행장	飛行場		An airfield	1	C	
습기	濕氣		moisture,humidity	1	C	
예보	豫報		forecast,predict	1	C	
소중히	所重-		seriously,with care	3	C	
수도꼭지	水道-		A faucet,tap	1	C	
위법	違法		illegality,a breach of the law	1	C	
육체적	肉體的		Corporeal, of the flesh	1	C	
음력	陰曆		The lunar calendar	1	C	
게		동물	A crab	1	C	
전문직	專門職		Specialty job	1	C	
제출	提出		presentation,submission	1	C	
퇴직금	退職金		Retirement grants	1	C	
교복	校服		School uniform	1	C	
귀가하다	歸家-		To return home	2	C	
무관심	無關心		Indifference, unconcern	1	C	
필수	必須		necessary,indispensable	1	C	
부인	婦人		Wife	1	C	
분주하다	奔走-		Be busy,crowded	4	C	
비판적	批判的		Critical	1	C	
긴장감	緊張感		Feeling of tension	1	C	
매주	每週		Every week	3	C	
문제되다	問題-		Become a problem	2	C	
불이익	不利益		disadvantage,drawback	1	C	
서명하다	署名-		To sign	2	C	
신부	神父		A holy father,priest	1	C	
잠자리		곤충	Dragonfly	1	C	
인쇄	印刷		printing,typography	1	C	
전세	傳貰		renting with a big downpayment and not paying month to month	1	C	
임신하다	妊娠-		To be pregnant	2	C	
장례	葬禮		A funeral	1	C	
지금껏	只今-		So far, till now	3	C	
지진	地震		Earthquake	1	C	
참석자	參席者		Persons present	1	C	
창구	窓口		A window	1	C	
최저	最低		The lowest, the minimum/lowest price	1	C	
벌		곤충	A bee	1	C	
개미		곤충	Ant	1	C	
횟수	回數		The number of times, the frequency	1	C	
가능	可能		Possibility	1	C	
환영하다	歡迎-		To welcome	2	C	
간접적	間接的		Indirect or  mediate	1	C	
경영하다	經營-		To manage or  adminster	2	C	
기념하다	記念-		Commemorate	2	C	
대강	大綱		General principles	3	C	
독립하다	獨立-		To become independent	2	C	
문밖	門-		Outside the door	1	C	
방송하다	放送-		Broadcast	2	C	
보충하다	補充-		replenish,replace,fillup	2	C	
올		올해	This year	6	C	
불평	不平		Dissatisfaction	1	C	
서명	署名		signing,autographing	1	C	
역사학	歷史學		The study of history	1	C	
요리사	料理師		A chef, a cook	1	C	
원서	願書		An application, a written request	1	C	
사회학	社會學		Social science	1	C	
성적	性的		Sexual	1	C	
장애인	障碍人		A handicapped person	1	C	
수		방법	way,method	1	C	
정반대	正反對		Direct opposition, the exact reverse	1	C	
진동	振動		vibration,shake	1	C	
추천	推薦		A recommendation	1	C	
학점	學點		A unit, a point, a credit	1	C	
한가하다	閑暇-		To be free, not busy	4	C	
자격증	資格證		A qualification certificate	1	C	
진료	診療		Medical examination and treatment	1	C	
창가	窓-		Next to a window, or, the window’s edge	1	C	
초조하다	焦燥-		Be impatient, irritated	4	C	
합격하다	合格-		To pass an exam	2	C	
화장지	化粧紙		Soft paper used when applying makeup	1	C	
도망	逃亡		Escape	1	C	
방면	方面		Direction	1	C	
법적	法的		Legal	1	C	
비행	非行		An irregularity	1	C	
교육자	敎育者		An educator	1	C	
교재	敎材		Teaching material or  insruction materials	1	C	
대접하다	待接-		Treatment	2	C	
무궁화	無窮花		The rose of Sharon	1	C	
방바닥	房-		room’s floor	1	C	
세트		set	Set	1	C	
새		사이	An interval	1	C	
심리적	心理的		Psychological	1	C	
위로	慰勞		consolation,solace	1	C	
이용자	利用者		A user; visitor	1	C	
입력하다	入力-		To input (data into the computer)	2	C	
식생활	食生活		Dietary life	1	C	
연구실	硏究室		A laboratory	1	C	
의류	衣類		Clothes, dresses; clothing	1	C	
적응	適應		Adaptation	1	C	
정리되다	整理-		To be adjusted	2	C	
차창	車窓		car/train window	1	C	
창피하다	猖披-		To be ashamed	4	C	
토론하다	討論-		To debate, discuss	2	C	
합하다	合-		Harmonize with, be in accord with	2	C	
항공	航空		An airport	1	C	
회전	回轉		Revolution, rotation	1	C	
내달	來-		Next month	1	C	
독하다	毒-		Be poison	4	C	
명단	名單		List of names	1	C	
문구	文句		passage,paragraph	1	C	
백색	白色		White	1	C	
사기	士氣		morale,fighting spirit	1	C	
사망하다	死亡-		To decease,pass away	2	C	
사무직	事務職		Working in the office not in the factory	1	C	
소질	素質		temperament,character	1	C	
연상하다	聯想-		Association of ideas	2	C	
이해	利害		interests,gains	1	C	
잠수함	潛水艦		Submarine	1	C	
지도하다	指導-		To lead, instruct	2	C	
지적	知的		Intellectual, brainy	1	C	
방울		물~	A drop	1	C	
바람		소원	A wish, hope	1	C	
진로	進路		A course,direction,path	1	C	
진행자	進行者		Leader of the performance	1	C	
책임감	責任感		Feeling of responsibility	1	C	
체온	體溫		Body temperature	1	C	
통과	通過		Passage	1	C	
물질적	物質的		Material	1	C	
백인	白人		Caucasian	1	C	
회복되다	回復-		To be recovered	2	C	
희생하다	犧牲-		To sacrifice	2	C	
본사	本社		Main office	1	C	
서양인	西洋人		A Westerner	1	C	
소지품	所持品		one’s things	1	C	
승리하다	勝利-		To win	2	C	
여가	餘暇		leisure,spare time	1	C	
해롭다	害-		To be harmful, injurious	4	C	
현관문	玄關門		The front door	1	C	
꼴		모양새	Shape or  form or  appearance	1	C	
끼		끼니	A meal or  a repast	1	C	
가능해지다	可能-		To become possible	2	C	
공연히	空然-		Futile or  vain or  useless	3	C	
과정	課程		A course or  curriculum	1	C	
국제적	國際的		International	1	C	
금고	金庫		A safe or  strongbox	1	C	
당분간	當分間		For the present	3	C	
신제품	新製品		A new product	1	C	
신중하다	愼重-		To be prudent,cautious	4	C	
예고하다	豫告-		Warn, give advance notice	2	C	
위반하다	違反-		To violate (the law)	2	C	
은은하다	隱隱-		To be distant,faint,indistinct	4	C	
일대	一大		One great/large	6	C	
입력	入力		Power input	1	C	
정신없이	精神-		Feel distracted and scatter-brained	3	C	
정직하다	正直-		honesty,uprightness	4	C	
최신	最新		Newest, the latest	1	C	
기술하다	記述-		To describe or give an account of	2	C	
남북	南北		North and south	1	C	
납득하다	納得-		To convince, persuade oneself	2	C	
진실하다	眞實-		Be true, truthful	4	C	
독창적	獨創的		Original	1	C	
만점	滿點		Perfect score	1	C	
매달	每-		Every month	3	C	
보안	保安		Preservation of the public peace	1	C	
상징적	象徵的		symbolic,emblematic	1	C	
색다르다	色-		Be different,novel	4	C	
세제	洗劑		detergent,cleaning material	1	C	
시일	時日		time,days	1	C	
시합	試合		A contest,match	1	C	
인종	人種		A human race	1	C	
전문적	專門的		Of a specialist nature	1	C	
중독	中毒		Poison	1	C	
지급	支給		supply,pay	1	C	
출발점	出發點		The starting point of a trip	1	C	
출판	出版		Publication, publishing	1	C	
출현하다	出現-		Appearance, turning out	2	C	
탈출하다	脫出-		To escape, get away from	2	C	
판사	判事		A judge	1	C	
허락	許諾		Consent, assent, approval	1	C	
확신	確信		Conviction, firm belief	1	C	
건설되다	建設-		To become constructed	2	C	
변신	變身		Disguise, transformation	1	C	
부친	父親		A father	1	C	
사소하다	些少-		Be trifling,insignificant	4	C	
상쾌하다	爽快-		Be refreshing,exhilirating	4	C	
순위	順位		order,ranking	1	C	
역사상	歷史上		In history	1	C	
연주	演奏		A musical performance	1	C	
육상	陸上		On land, on the ground	1	C	
음주	飮酒		Drinking (alcohol)	1	C	
이별	離別		Parting, separation; divorce	1	C	
흥미롭다	興味-		To be interesting	4	C	
각오	覺悟		Readiness or  preparation	1	C	
개방되다	開放-		To be opened	2	C	
경고하다	警告-		To warn	2	C	
경제학	經濟學		Economics	1	C	
관심사	關心事		A matter of concern and interest	1	C	
구별되다	區別-		To be separated andistinguished	2	C	
국사	國史		The history of a country	1	C	
극작가	劇作家		A dramatist	1	C	
기적	奇跡		A miracle	1	C	
명령어	命令語		Directive	1	C	
전선	戰線		The battle line	1	C	
정지	停止		stop,an interruption	1	C	
제의하다	提議-		Make a suggestion	2	C	
조명	照明		lighting,illumination	1	C	
조화되다	調和-		harmony,agreement	2	C	
중단	中斷		interruption,suspension	1	C	
차선	車線		A traffic lane	1	C	
초상화	肖像畵		A portrait, a picture	1	C	
특수성	特殊性		Particularity, distinctiveness	1	C	
항공기	航空機		An aircraft	1	C	
농장	農場		A farm, plantation	1	C	
변화되다	變化-		To be changed	2	C	
사망	死亡		Death	1	C	
소화하다	消化-		To digest	2	C	
순간적	瞬間的		instanteous,momentary	1	C	
시집가다	媤-		To take a husband	2	C	
오락	娛樂		Entertainment	1	C	
우아하다	優雅-		To be elegant,refined	4	C	
장기간	長期間		For a long period	1	C	
중단되다	中斷-		To be suspended,stopped	2	C	
지점	支店		Branch store	1	C	
진단하다	診斷-		To diagnose	2	C	
편견	偏見		A prejudice, a bias	1	C	
환율	換率		The exchange rate (money)	1	C	
활기	活氣		Vigor, life, vitality	1	C	
강사	講師		Instructor or  teacher	1	C	
강수량	降水量		How much rainfall	1	C	
구청	區廳		A ward or district office	1	C	
국내외	國內外		The inside and outside of a country or  home and abroad	1	C	
금지되다	禁止-		To be forbidden or prohibited	2	C	
기도하다	祈禱-		To pray	2	C	
기성	旣成		To be already existing or  established	1	C	
시청률	視聽率		Popularity rating	1	C	
여군	女軍		A woman soldier	1	C	
연인	戀人		A sweetheart	1	C	
피디		PD	PD – a newspaper article	1	C	
바퀴		네 ~	Wheel	5	C	
연장	延長		Extension, prolongation	1	C	
예선	豫選		A preliminary match/election	1	C	
은행나무	銀杏-		A ginko tree	1	C	
장차	將次		In the future, someday	3	C	
정신과	精神科		Psychiatry	1	C	
조절	調節		regulation,adjustment	1	C	
급증하다	急增-		Surge or  sudden rapid increase	2	C	
모집	募集		Collection	1	C	
일일이	一一-		One by one, individually	3	C	
발달되다	發達-		Be developed	2	C	
비상	非常		Emergency	1	C	
소망	所望		desire,wish,hope	1	C	
시장	市長		Mayor	1	C	
칠하다	漆-		Paint, coat	2	C	
표시	表示		A sign,signal	1	C	
표시	標示		A sign, signal	1	C	
열중하다	熱中-		Enthusiasm, zeal	2	C	
하반기	下半期		The second half of the year	1	C	
한하다	限-		Limit, restrict	2	C	
해답	解答		A solution to a problem, an answer to a question	1	C	
해소하다	解消-		To be dissolved, disorganized	2	C	
허락하다	許諾-		Consent, agree to	2	C	
확립하다	確立-		establish,settle,fix	2	C	
확신하다	確信-		To be confident of	2	C	
흥분	興奮		excitement,excitation	1	C	
흥분하다	興奮-		be/grow excited	2	C	
약해지다	弱-		To become weak	2	C	
영웅	英雄		A hero, a great man	1	C	
유산	遺産		An inheritence, property left behind	1	C	
의도적	意圖的		Purposefully	1	C	
임신부	妊娠婦		An expectant mother	1	C	
장기적	長期的		Long-term	1	C	
전설	傳說		A tradition, a legend	1	C	
고집	固執		Persistence or  stubborness	1	C	
급격히	急激-		Be rapid or  sudden	3	C	
기막히다	氣-		Be at a loss for words	4	C	
논리적	論理的		Logical	1	C	
대기하다	待機-		Be ready for the opportunity	2	C	
대접	待接		Treatment	1	C	
보자기	褓-		A diver	1	C	
부상	負傷		A wound,injury	1	C	
상관없이	相關-		Without anything to do with	3	C	
선원	船員		A crew, a ship’s company	1	C	
실망하다	失望-		To disappoint	2	C	
존경하다	尊敬-		Respect	2	C	
종소리	鐘-		The sound of a bell	1	C	
중순	中旬		The second 10 days in a month	1	C	
지각	知覺		perception,consciousness	1	C	
직선	直線		A straight line	1	C	
체험하다	體驗-		To experience, to undergo	2	C	
통일하다	統一-		To unify, consolidate	2	C	
학위	學位		Academic rank	1	C	
회의	懷疑		Doubt, skepticism	1	C	
개개인	個個人		Individuals or  every person	1	C	
선전	宣傳		Propaganda	1	C	
설립하다	設立-		found,establish	2	C	
수집	蒐集		Collection	1	C	
수필	隨筆		An essay	1	C	
신기하다	新奇-		To be novel,original	4	C	
신비	神秘		Mystery	1	C	
신설	新設		A new theory	1	C	
실망	失望		Disappointment	1	C	
용기	容器		A container, a vessel	1	C	
유지되다	維持-		To be maintained, preserved	2	C	
가입하다	加入-		Join	2	C	
감소	減少		Decrease or  dimunition	1	C	
구분되다	區分-		To be put into sections	2	C	
구입	購入		Purchase or  buying	1	C	
기호	記號		Taste or  likes	1	C	
보관	保管		custody,deposit	1	C	
보존하다	保存-		preserve,conserve	2	C	
사상	史上		In history	1	C	
사춘기	思春期		adolescence,puberty	1	C	
상당수	相當數		plenty/a lot of	1	C	
손실	損失		Loss	1	C	
운행	運行		movement,revolution	1	C	
인간성	人間性		Human nature	1	C	
인상적	印象的		Impressive	1	C	
전시	展示		exhibition,display	1	C	
주한	駐韓		Residing in korea	1	C	
중년	中年		Middle-aged	1	C	
포함	包含		inclusion,comprehension	1	C	
형식적	形式的		Related to the form	1	C	
자정	子正		Midnight	1	C	
종합하다	綜合-		synthesize,integrate	2	C	
최후	最後		The last, the end, the conclusion	1	C	
토론회	討論會		A debating society/contest	1	C	
호주머니	胡-		A pocket	1	C	
관계없이	關係-		Without any relation	3	C	
마찰	摩擦		Rubbing, chafing	1	C	
만족	滿足		Satisfaction	1	C	
쪽		부분	A portion, a side	5	C	
묘사	描寫		Description	1	C	
문화적	文化的		Cultural	1	C	
미혼	未婚		Unmarried	1	C	
발전되다	發展-		Be advanced, prospering	2	C	
방송사	放送社		Broadcasting company	1	C	
방지하다	防止-		To prevent, check	2	C	
사표	辭表		A written resignation	1	C	
생방송	生放送		A live broadcast	1	C	
쌍둥이	雙-		Twins	1	C	
폐지	廢止		Abolition, to not use, to do away with	1	C	
해설	解說		Explanation, elucidation	1	C	
모금		한 ~	Money raising	5	C	
흑백	黑白		Black and white	1	C	
희생	犧牲		A sacrifice	1	C	
경비	經費		Expenses or  outlay	1	C	
경제력	經濟力		Economic power	1	C	
금하다	禁-		1) suppress or  restraint 2) abstain from or  restrain from	2	C	
기대되다	期待-		To be expected	2	C	
답변	答辯		An answer	1	C	
대비	對備		Provision, preparation	1	C	
대체	大體		An outline, summary	3	C	
도심	都心		The heart of the city	1	C	
왕자	王子		Prince	1	C	
위성	衛星		A satellite	1	C	
유형	類型		A similar type	1	C	
일상적	日常的		Daily, of the everyday things	1	C	
전공하다	專攻-		To major in something	2	C	
전후	前後		sequence,order,front and rear	1	C	
정상	正常		normalcy,normality	1	C	
정상적	正常的		normal,like usual	1	C	
질적	質的		Qualitative	1	C	
충격적	衝擊的		Shocking	1	C	
치아	齒牙		A tooth	1	C	
다정하다	多情-		To be affectionate, warm-hearted	4	C	
저편	-便		That side,direction	8	C	
망원경	望遠鏡		Telescope	1	C	
모범	模範		model,example	1	C	
무리하다	無理-		Be impossible	4	C	
방해하다	妨害-		Interrupt, interfere	2	C	
상류	上流		The upper classes,upstream	1	C	
선명하다	鮮明-		To be clear,distinct	4	C	
선호하다	選好-		To prefer	2	C	
성공적	成功的		Successfully	1	C	
소규모	小規模		Small scale	1	C	
시야	視野		Visual field	1	C	
실현되다	實現-		To realize,bring to fruition	2	C	
의외로	意外-		unexpectedly,surprisingly	3	C	
자살	自殺		Suicide	1	C	
제시	提示		Presentation	1	C	
통화	通貨		Currency, the unit of circulation	1	C	
회관	會館		An assembly hall	1	C	
공연장	公演場		Auditorium	1	C	
국적	國籍		Nationality or  citizenship	1	C	
근래	近來		Of late or  recently	1	C	
적성	適性		Aptitude	1	C	
단독	單獨		Independence	1	C	
바	bar		Bar	1	C	
서적	書籍		books,publications	1	C	
소화	消化		Digestion	1	C	
수험생	受驗生		A student preparing for an examination	1	C	
신세대	新世代		The new generation	1	C	
연구원	硏究員		Researcher	1	C	
연애	戀愛		Love, tender, passion	1	C	
요약하다	要約-		summary,condense,abridge	2	C	
전망하다	展望-		Have a view of, observe	2	C	
집단적	集團的		Collectively (of people)	1	C	
차이점	差異點		A point of difference	1	C	
철도	鐵道		Railroad	1	C	
총각	總角		A bachelor, an unmarried man	1	C	
홍수	洪水		A flood, inundation	1	C	
간접	間接		Indirectness	1	C	
강력히	强力-		With great strengh or  or might	3	C	
개선되다	改善-		To be renovated or  to get improved	2	C	
결심	決心		Determination or  resolution	1	C	
교직	敎職		The teaching profession	1	C	
구속하다	拘束-		To arrest or  restrain	2	C	
귀중하다	貴重-		To be precious	4	C	
전달	傳達		Delivery	1	C	
철학자	哲學者		Philosopher	1	C	
통화	通話		Conversation by telephone	1	C	
특이하다	特異-		Be peculiar, special, unique	4	C	
필연적	必然的		Necessity, necessary	1	C	
강도	强度		Intensity or  strength	1	C	
급히	急-		Fast or  quickly or  in a hurry	3	C	
기념	記念		Commemoration	1	C	
민속	民俗		Folk-customs	1	C	
입대	入隊		Enlistment, enrollment	1	C	
말다		감다	Roll up, convolve	1	C	
교환하다	交換-		To exchange	2	C	
난리	亂離		A war, revolt	1	C	
보존	保存		Preservation	1	C	
보호되다	保護-		To be protected	2	C	
상관	相關		Concern, relation	1	C	
설명되다	說明-		To be explained	2	C	
세련되다	洗練-		To be polished,refined	4	C	
열기	熱氣		Heat, hot air	1	C	
위로하다	慰勞-		To console, soothe somebody	2	C	
일치	一致		Agreement, accord	1	C	
재생	再生		revival,restoration to life	1	C	
매달다			Bind up, hang:  묶어서 드리우거나 걸다.	1	C	
주년	周年		One whole year	5	C	
중단하다	中斷-		To interrupt, to stop	2	C	
중대하다	重大-		importance,gravity	4	C	
중심지	中心地		A central place	1	C	
집중적	集中的		Related to the concentration	1	C	
출판사	出版社		A publishing company	1	C	
탁자	卓子		A table, desk	1	C	
풍속	風俗		Manners, customs, morals	1	C	
행운	幸運		Good luck, good fortune	1	C	
간섭	干涉		Interfere or  meddle	1	C	
갈증	渴症		Thirst	1	C	
구별	區別		A distinction or  a separation	1	C	
보도되다	報道-		To be reported	2	C	
본부	本部		The headquarters	1	C	
소극적	消極的		Passivity,passiveness	1	C	
소용	所用		use,usefulness	1	C	
순식간	瞬息間		A brief instant	1	C	
시도	試圖		An attempt,test	1	C	
시집	詩集		A collection of poems	1	C	
연령	年齡		Age, years of age	1	C	
예비	豫備		Preparation, reserve	1	C	
전시회	展示會		An exhibition, show, display	1	C	
정치학	政治學		Political science	1	C	
주문	注文		An order, a request	1	C	
탁월하다	卓越-		Be excellent, prominished	4	C	
토하다	吐-		To vomit	2	C	
가사	歌詞		Words or  lyrics	1	C	
가입자	加入者		Member or  subscriber	1	C	
감소하다	減少-		To reduce or diminish	2	C	
결과적	結果的		Resultative	1	C	
교체	交替		Shift or  change or  alternate	1	C	
대표하다	代表-		Represent	2	C	
예방하다	豫防-		To protect, prevent, fend off	2	C	
유의하다	留意-		To bear in mind, be heedful of	2	C	
이해되다	理解-		To be understood	2	C	
인하	引下		reduction,lowering	1	C	
작성	作成		editing,composition	1	C	
연결	連結		Connection, linking	1	C	
용서하다	容恕-		To pardon, to forgive	2	C	
우정	友情		Feeling of friendship	1	C	
육군	陸軍		The army	1	C	
음식점	飮食店		Restaurant	1	C	
주요하다	主要-		To be chief,principal,leading	4	C	
참조	參照		reference,comparison	1	C	
허용되다	許容-		To be permitted, approved	2	C	
가입	加入		Entrance	1	C	
가정	假定		Supposition	1	C	
친정	親庭		A woman’s maiden home and family	1	C	
공식적	公式的		Formal or  procedural	1	C	
기독교	基督敎		Christianity	1	C	
목록	目錄		Catalogue	1	C	
반성하다	反省-		Examine oneself	2	C	
별명	別名		nickname,alias	1	C	
보전	保全		ingegrity,preservation	1	C	
소유하다	所有-		To possess,hold	2	C	
반복되다	反復-		To be repeated	2	C	
발전	發電		Generate electricity	1	C	
방해	妨害		An obstacle, hindrance	1	C	
본인	本人		Person in question	1	C	
상점	商店		A shop,store	1	C	
수백	數百		Hundreds	6	C	
실장	室長		boss,president	1	C	
예정되다	豫定-		Make a program, set a schedule	2	C	
안내	案內		Guidance, conducting	1	C	
적응하다	適應-		Be suited to, adapted to	2	C	
제공	提供		An offer	1	C	
참가	參加		participation,joining	1	C	
추석	秋夕		Korean thanksgiving	1	C	
충돌	衝突		A collision, clash; discord	1	C	
통로	通路		A passage, a way, an aisle	1	C	
해소	解消		Dissolution, disorganization	1	C	
현대인	現代人		A modern person	1	C	
혜택	惠澤		A favor, benefit	1	C	
화재	火災		A fire, a blaze	1	C	
간격	間隔		A space or  interval	1	C	
고함	高喊		A shout or  yell	1	C	
공격하다	攻擊-		To attack	2	C	
기록되다	記錄-		To be recorded or written down	2	C	
노선	路線		Route	1	C	
도망치다	逃亡-		To make an escape	2	C	
벌금	罰金		A fine	1	C	
봉사	奉仕		service,attendance	1	C	
부서	部署		one’s post,duty	1	C	
소형	小型		Small size	1	C	
신인	新人		A new man	1	C	
악몽	惡夢		Nightmare	1	C	
극복	克服		Conquest or  subjugation	1	C	
냉동	冷凍		Refrigeration	1	C	
대개	大槪		Mostly, for the most part	1	C	
수집하다	蒐集-		To collect	2	C	
승객	乘客		Passenger	1	C	
외모	外貌		Outward appearance	1	C	
전반	全般		The whole, all, general	1	C	
학술	學術		Science, learning, scolarship	1	C	
혈액	血液		Blood	1	C	
영향력	影響力		Influence, power to influence	1	C	
이내	以內		within,less than	1	C	
인간적	人間的		Personal	1	C	
재능	才能		talent,ability	1	C	
지불하다	支拂-		To pay	2	C	
파출소	派出所		Small, local police box	1	C	
한문	漢文		Chinese writing, chinese classics	1	C	
결승	決勝		The decision of the final round of a contest	1	C	
인간관계	人間關係		Human relations	1	C	
국왕	國王		A king or  a monarch	1	C	
기술자	技術者		Technician	1	C	
도전	挑戰		Challenge, defiance	1	C	
보조	補助		assistance,aid	1	C	
불편	不便		Inconvenience	1	C	
사과	謝過		An apology	1	C	
수면	睡眠		sleep,slumber	1	C	
수천	數千		Thousands	6	C	
